CodigoArticulo,LLAVE,VALUE
AB000094,CodigoCliente ,MP63625
AB000094,NombreCliente ,Ultrices Duis Volutpat Associates
AB000094,CodigoTienda  ,T22
AB000094,NombreTienda  ,Tienda 42
AB000094,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000094,Region        ,Norte
AB000094,Departamento  ,Jalapa
AB000094,CodigoPlanta  ,P2
AB000094,NombrePlanta  ,Planta 2
AB000094,Region_1      ,Norte
AB000094,Departamento_1,Escuintla
AB000094,cantidad      ,25.0
AB000094,precio        ,1621.5
AB000094,costo         ,810.75
AB000094,fecha         ,Fri Dec 01 00:00:00 CST 2006
AB000094,Descripcion   ,ALLURE CHANEL DAMA TOILETTE 100
AB000094,Linea         ,Perfumeria
AB000094,CostoPromedio ,1081.0
AB000094,CodigoCliente ,LZ68724
AB000094,NombreCliente ,Sed Auctor Odio Foundation
AB000094,CodigoTienda  ,T27
AB000094,NombreTienda  ,Tienda 42
AB000094,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000094,Region        ,Norte
AB000094,Departamento  ,Jalapa
AB000094,CodigoPlanta  ,P10
AB000094,NombrePlanta  ,Planta 1
AB000094,Region_1      ,Norte
AB000094,Departamento_1,Guatemala
AB000094,cantidad      ,11.0
AB000094,precio        ,1621.5
AB000094,costo         ,1378.275
AB000094,fecha         ,Thu Jul 01 00:00:00 CST 2010
AB000095,Descripcion   ,ALLURE CHANEL DAMA PERFUME 100
AB000095,Linea         ,Perfumeria
AB000095,CostoPromedio ,1381.0
AB000095,CodigoCliente ,G373823
AB000095,NombreCliente ,Leilani Mercado
AB000095,CodigoTienda  ,T35
AB000095,NombreTienda  ,Tienda 43
AB000095,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000095,Region        ,Norte
AB000095,Departamento  ,Chiquimula
AB000095,CodigoPlanta  ,P1
AB000095,NombrePlanta  ,Planta 1
AB000095,Region_1      ,Norte
AB000095,Departamento_1,Guatemala
AB000095,cantidad      ,3.0
AB000095,precio        ,2071.5
AB000095,costo         ,1988.64
AB000095,fecha         ,Wed Nov 01 00:00:00 CST 2006
AB000095,Descripcion   ,ALLURE CHANEL DAMA PERFUME 100
AB000095,Linea         ,Perfumeria
AB000095,CostoPromedio ,1381.0
AB000095,CodigoCliente ,VZ17471
AB000095,NombreCliente ,Luctus Industries
AB000095,CodigoTienda  ,T17
AB000095,NombreTienda  ,Tienda 5
AB000095,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000095,Region        ,Norte
AB000095,Departamento  ,Baja Verapaz
AB000095,CodigoPlanta  ,P4
AB000095,NombrePlanta  ,Planta 4
AB000095,Region_1      ,Sur
AB000095,Departamento_1,Zacapa
AB000095,cantidad      ,11.0
AB000095,precio        ,2071.5
AB000095,costo         ,1450.0500000000002
AB000095,fecha         ,Tue May 01 00:00:00 CST 2007
AB000096,Descripcion   ,ALLURE SENSUELLE CHANEL DAMA PERFUME 100
AB000096,Linea         ,Perfumeria
AB000096,CostoPromedio ,1351.0
AB000096,CodigoCliente ,B179751
AB000096,NombreCliente ,Chase Benjamin
AB000096,CodigoTienda  ,T43
AB000096,NombreTienda  ,Tienda 43
AB000096,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000096,Region        ,Norte
AB000096,Departamento  ,Chiquimula
AB000096,CodigoPlanta  ,P3
AB000096,NombrePlanta  ,Planta 3
AB000096,Region_1      ,Norte
AB000096,Departamento_1,El Progreso
AB000096,cantidad      ,13.0
AB000096,precio        ,2026.5
AB000096,costo         ,1094.31
AB000096,fecha         ,Wed Aug 01 00:00:00 CST 2007
AB000096,Descripcion   ,ALLURE SENSUELLE CHANEL DAMA PERFUME 100
AB000096,Linea         ,Perfumeria
AB000096,CostoPromedio ,1351.0
AB000096,CodigoCliente ,YR18376
AB000096,NombreCliente ,Orci LLC
AB000096,CodigoTienda  ,T42
AB000096,NombreTienda  ,Tienda 43
AB000096,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000096,Region        ,Norte
AB000096,Departamento  ,Chiquimula
AB000096,CodigoPlanta  ,P6
AB000096,NombrePlanta  ,Planta 6
AB000096,Region_1      ,Occidente
AB000096,Departamento_1,Quetzaltenango
AB000096,cantidad      ,20.0
AB000096,precio        ,2026.5
AB000096,costo         ,1702.26
AB000096,fecha         ,Thu Oct 01 00:00:00 CST 2009
AB000097,Descripcion   ,ALWAYS ALFRED SUNG DAMA PERFUME 100
AB000097,Linea         ,Perfumeria
AB000097,CostoPromedio ,381.0
AB000097,CodigoCliente ,E683772
AB000097,NombreCliente ,Vivian Patrick
AB000097,CodigoTienda  ,T26
AB000097,NombreTienda  ,Tienda 42
AB000097,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000097,Region        ,Norte
AB000097,Departamento  ,Jalapa
AB000097,CodigoPlanta  ,P9
AB000097,NombrePlanta  ,Planta 9
AB000097,Region_1      ,Norte
AB000097,Departamento_1,Izabal
AB000097,cantidad      ,21.0
AB000097,precio        ,571.5
AB000097,costo         ,508.635
AB000097,fecha         ,Tue Jan 01 00:00:00 CST 2013
AB000097,Descripcion   ,ALWAYS ALFRED SUNG DAMA PERFUME 100
AB000097,Linea         ,Perfumeria
AB000097,CostoPromedio ,381.0
AB000097,CodigoCliente ,B776597
AB000097,NombreCliente ,Brenden Clark
AB000097,CodigoTienda  ,T12
AB000097,NombreTienda  ,Tienda 5
AB000097,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000097,Region        ,Norte
AB000097,Departamento  ,Baja Verapaz
AB000097,CodigoPlanta  ,P10
AB000097,NombrePlanta  ,Planta 1
AB000097,Region_1      ,Norte
AB000097,Departamento_1,Guatemala
AB000097,cantidad      ,22.0
AB000097,precio        ,571.5
AB000097,costo         ,440.055
AB000097,fecha         ,Sun Mar 01 00:00:00 CST 2009
AB000097,Descripcion   ,ALWAYS ALFRED SUNG DAMA PERFUME 100
AB000097,Linea         ,Perfumeria
AB000097,CostoPromedio ,381.0
AB000097,CodigoCliente ,T768464
AB000097,NombreCliente ,Elaine Nielsen
AB000097,CodigoTienda  ,T20
AB000097,NombreTienda  ,Tienda 42
AB000097,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000097,Region        ,Norte
AB000097,Departamento  ,Jalapa
AB000097,CodigoPlanta  ,P4
AB000097,NombrePlanta  ,Planta 4
AB000097,Region_1      ,Sur
AB000097,Departamento_1,Zacapa
AB000097,cantidad      ,20.0
AB000097,precio        ,571.5
AB000097,costo         ,320.03999999999996
AB000097,fecha         ,Mon Jan 01 00:00:00 CST 2007
AB000098,Descripcion   ,AMARIGE GIVENCHY DAMA TOILETTE 100
AB000098,Linea         ,Perfumeria
AB000098,CostoPromedio ,656.0
AB000098,CodigoCliente ,NC39233
AB000098,NombreCliente ,Magna Lorem LLC
AB000098,CodigoTienda  ,T12
AB000098,NombreTienda  ,Tienda 5
AB000098,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000098,Region        ,Norte
AB000098,Departamento  ,Baja Verapaz
AB000098,CodigoPlanta  ,P7
AB000098,NombrePlanta  ,Planta 7
AB000098,Region_1      ,Sur
AB000098,Departamento_1,Retalhuleu
AB000098,cantidad      ,1.0
AB000098,precio        ,984.0
AB000098,costo         ,678.96
AB000098,fecha         ,Sat Oct 01 00:00:00 CST 2011
AB000098,Descripcion   ,AMARIGE GIVENCHY DAMA TOILETTE 100
AB000098,Linea         ,Perfumeria
AB000098,CostoPromedio ,656.0
AB000098,CodigoCliente ,ZJ98595
AB000098,NombreCliente ,Ultrices Sit Company
AB000098,CodigoTienda  ,T35
AB000098,NombreTienda  ,Tienda 43
AB000098,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000098,Region        ,Norte
AB000098,Departamento  ,Chiquimula
AB000098,CodigoPlanta  ,P5
AB000098,NombrePlanta  ,Planta 5
AB000098,Region_1      ,Norte
AB000098,Departamento_1,Petén
AB000098,cantidad      ,4.0
AB000098,precio        ,984.0
AB000098,costo         ,747.84
AB000098,fecha         ,Sat Feb 01 00:00:00 CST 2014
AB000099,Descripcion   ,AMARIGE D`AMOUR GIVENCHY
AB000099,Linea         ,Perfumeria
AB000099,CostoPromedio ,500.0
AB000099,CodigoCliente ,Y541543
AB000099,NombreCliente ,Mari Winters
AB000099,CodigoTienda  ,T42
AB000099,NombreTienda  ,Tienda 43
AB000099,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000099,Region        ,Norte
AB000099,Departamento  ,Chiquimula
AB000099,CodigoPlanta  ,P2
AB000099,NombrePlanta  ,Planta 2
AB000099,Region_1      ,Norte
AB000099,Departamento_1,Escuintla
AB000099,cantidad      ,8.0
AB000099,precio        ,750.0
AB000099,costo         ,457.5
AB000099,fecha         ,Sun Apr 01 00:00:00 CST 2007
AB000099,Descripcion   ,AMARIGE D`AMOUR GIVENCHY
AB000099,Linea         ,Perfumeria
AB000099,CostoPromedio ,500.0
AB000099,CodigoCliente ,WX14184
AB000099,NombreCliente ,Gravida Praesent Corp.
AB000099,CodigoTienda  ,T41
AB000099,NombreTienda  ,Tienda 43
AB000099,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000099,Region        ,Norte
AB000099,Departamento  ,Chiquimula
AB000099,CodigoPlanta  ,P2
AB000099,NombrePlanta  ,Planta 2
AB000099,Region_1      ,Norte
AB000099,Departamento_1,Escuintla
AB000099,cantidad      ,7.0
AB000099,precio        ,750.0
AB000099,costo         ,615.0
AB000099,fecha         ,Tue Feb 01 00:00:00 CST 2011
AB000099,Descripcion   ,AMARIGE D`AMOUR GIVENCHY
AB000099,Linea         ,Perfumeria
AB000099,CostoPromedio ,500.0
AB000099,CodigoCliente ,PC34354
AB000099,NombreCliente ,Tincidunt Tempus LLP
AB000099,CodigoTienda  ,T25
AB000099,NombreTienda  ,Tienda 42
AB000099,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000099,Region        ,Norte
AB000099,Departamento  ,Jalapa
AB000099,CodigoPlanta  ,P8
AB000099,NombrePlanta  ,Planta 8
AB000099,Region_1      ,Sur
AB000099,Departamento_1,San Marcos
AB000099,cantidad      ,7.0
AB000099,precio        ,750.0
AB000099,costo         ,472.5
AB000099,fecha         ,Tue Nov 01 00:00:00 CST 2016
AB000099,Descripcion   ,AMARIGE D`AMOUR GIVENCHY
AB000099,Linea         ,Perfumeria
AB000099,CostoPromedio ,500.0
AB000099,CodigoCliente ,MU68338
AB000099,NombreCliente ,Rhoncus Nullam PC
AB000099,CodigoTienda  ,T41
AB000099,NombreTienda  ,Tienda 43
AB000099,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000099,Region        ,Norte
AB000099,Departamento  ,Chiquimula
AB000099,CodigoPlanta  ,P4
AB000099,NombrePlanta  ,Planta 4
AB000099,Region_1      ,Sur
AB000099,Departamento_1,Zacapa
AB000099,cantidad      ,17.0
AB000099,precio        ,750.0
AB000099,costo         ,465.0
AB000099,fecha         ,Wed Feb 01 00:00:00 CST 2017
